Unnamed: 0,SPX,ES_BID,ES_ASK,VIX
2025-04-10 11:33:17.010332,5248.49,5284.25,5284.5,41.84
2025-04-10 11:33:20.023042,5247.16,5282.0,5282.25,41.84
2025-04-10 11:33:23.064322,5246.97,5282.5,5282.75,41.84
2025-04-10 11:33:26.081337,5243.84,5277.25,5277.5,41.84
2025-04-10 11:33:29.085862,5241.85,5276.5,5276.75,41.84
2025-04-10 11:33:32.094119,5242.19,5277.5,5277.75,42.12
2025-04-10 11:33:35.107223,5242.07,5278.0,5278.5,42.12
2025-04-10 11:33:38.121549,5242.09,5277.5,5277.75,42.12
2025-04-10 11:33:41.122988,5241.87,5276.0,5276.5,42.12
2025-04-10 11:33:44.172829,5242.01,5277.0,5277.5,42.12
2025-04-10 11:33:47.175520,5241.49,5276.75,5277.25,42.25
2025-04-10 11:33:50.183386,5241.48,5276.25,5276.5,42.25
2025-04-10 11:33:53.228821,5240.95,5276.0,5276.5,42.25
2025-04-10 11:33:56.232234,5241.35,5276.5,5276.75,42.25
2025-04-10 11:33:59.233978,5242.13,5278.0,5278.25,42.25
2025-04-10 11:34:02.284781,5241.91,5277.75,5278.0,42.26
2025-04-10 11:34:05.288791,5242.33,5277.5,5278.0,42.26
2025-04-10 11:34:08.336428,5242.4,5277.5,5278.0,42.26
2025-04-10 11:34:11.341006,5241.92,5277.25,5277.5,42.26
2025-04-10 11:34:14.388677,5242.1,5277.75,5278.25,42.26
2025-04-10 11:34:17.391213,5241.65,5278.75,5279.0,42.27
2025-04-10 11:34:20.415746,5243.13,5279.25,5279.5,42.27
2025-04-10 11:34:23.453254,5244.61,5281.25,5281.5,42.27
2025-04-10 11:34:26.464495,5246.36,5282.25,5282.75,42.27
2025-04-10 11:34:29.465422,5246.09,5282.0,5282.25,42.27
2025-04-10 11:34:32.470778,5245.76,5282.0,5282.25,42.13
2025-04-10 11:34:35.516592,5245.39,5281.5,5282.0,42.13
2025-04-10 11:34:38.522441,5246.45,5283.0,5283.25,42.13
2025-04-10 11:34:41.539627,5246.67,5284.0,5284.5,42.13
2025-04-10 11:34:44.546759,5247.49,5283.25,5283.5,42.13
2025-04-10 11:34:47.554249,5247.86,5284.0,5284.25,42.04
2025-04-10 11:34:50.564837,5249.32,5285.5,5285.75,42.04
2025-04-10 11:34:53.567068,5249.15,5285.5,5285.75,42.04
2025-04-10 11:34:56.568557,5250.91,5287.25,5287.5,42.04
2025-04-10 11:34:59.617779,5251.64,5288.0,5288.25,42.04
2025-04-10 11:35:02.628417,5251.72,5288.5,5289.0,41.93
2025-04-10 11:35:05.633020,5250.97,5286.25,5286.5,41.93
2025-04-10 11:35:08.642379,5250.12,5285.0,5285.5,41.93
2025-04-10 11:35:11.647557,5251.34,5285.75,5286.0,41.93
2025-04-10 11:35:14.693647,5249.63,5284.25,5284.5,41.93
2025-04-10 11:35:17.710591,5249.72,5284.5,5285.0,42.1
2025-04-10 11:35:20.758276,5249.3,5284.0,5284.25,42.1
2025-04-10 11:35:23.804049,5249.64,5285.5,5285.75,42.1
2025-04-10 11:35:26.808158,5250.24,5284.75,5285.0,42.1
2025-04-10 11:35:29.815659,5250.86,5286.5,5287.0,42.1
2025-04-10 11:35:32.837592,5249.5,5284.25,5284.5,42.08
2025-04-10 11:35:35.884960,5248.95,5283.25,5283.5,42.08
2025-04-10 11:35:38.928557,5247.6,5284.0,5284.25,42.08
2025-04-10 11:35:41.948368,5248.01,5282.75,5283.0,42.08
2025-04-10 11:35:44.949164,5247.8,5281.5,5282.0,42.08
2025-04-10 11:35:47.997017,5246.78,5281.5,5281.75,42.31
2025-04-10 11:35:51.047042,5246.78,5281.25,5281.75,42.31
2025-04-10 11:35:54.054927,5246.02,5280.75,5281.0,42.31
2025-04-10 11:35:57.103520,5245.95,5282.5,5282.75,42.31
2025-04-10 11:36:00.111433,5246.78,5281.25,5281.5,42.31
2025-04-10 11:36:03.124024,5246.4,5281.75,5282.0,42.34
2025-04-10 11:36:06.130685,5246.64,5283.25,5283.75,42.34
2025-04-10 11:36:09.175942,5247.84,5281.0,5281.5,42.34
2025-04-10 11:36:12.180584,5244.6,5280.0,5280.5,42.34
2025-04-10 11:36:15.226517,5245.27,5279.75,5280.0,42.34
2025-04-10 11:36:18.234688,5245.6,5281.5,5282.0,42.41
2025-04-10 11:36:21.276312,5247.28,5283.25,5283.5,42.41
2025-04-10 11:36:24.278363,5246.9,5284.25,5284.5,42.41
2025-04-10 11:36:27.282544,5247.73,5283.5,5283.75,42.41
2025-04-10 11:36:30.288823,5247.48,5282.75,5283.25,42.41
2025-04-10 11:36:33.290773,5248.28,5284.5,5285.0,42.3
2025-04-10 11:36:36.334820,5249.69,5285.0,5285.25,42.3
2025-04-10 11:36:39.341267,5249.45,5285.25,5285.5,42.3
2025-04-10 11:36:42.381991,5249.51,5285.0,5285.5,42.3
2025-04-10 11:36:45.427157,5249.14,5286.0,5286.25,42.3
2025-04-10 11:36:48.430392,5250.55,5286.5,5286.75,42.23
2025-04-10 11:36:51.433481,5251.55,5287.5,5288.0,42.23
2025-04-10 11:36:54.473820,5252.54,5289.0,5289.25,42.23
2025-04-10 11:36:57.520281,5252.91,5288.75,5289.0,42.23
2025-04-10 11:37:00.560155,5254.09,5288.0,5288.25,42.23
2025-04-10 11:37:03.572722,5251.78,5285.75,5286.0,42.04
2025-04-10 11:37:06.573439,5251.09,5286.25,5286.75,42.04
2025-04-10 11:37:09.617463,5251.12,5286.25,5286.5,42.04
2025-04-10 11:37:12.631129,5249.77,5283.75,5284.0,42.04
2025-04-10 11:37:15.675690,5249.48,5285.0,5285.5,42.04
2025-04-10 11:37:18.687304,5249.48,5284.25,5284.75,42.16
2025-04-10 11:37:21.728705,5249.43,5285.0,5285.5,42.16
